question,answer,link
Do I need to submit a request for the minimum payout of $350 to be paid?,"['No, you do not need to submit any request. The minimum payout of $350 will automatically apply to you if you are not on CPF LIFE and are currently receiving monthly payouts of less than $350. This will take effect from 1 June 2023.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/do-i-need-to-submit-a-request-for-the-minimum-payout-of-350-to-be-paid
Will I be affected by this policy change if I am on CPF LIFE and receiving payouts of less than $350 per month?,"['No, you will not be affected by this policy change if you are on CPF LIFE.', 'If you wish to increase your payouts, you can consider making top-ups (via cash or CPF transfer) to your Retirement Account (RA).', 'Find out more how you can increase your monthly payouts if you are on CPF LIFE.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/will-i-be-affected-by-this-policy-change-if-i-am-on-cpf-life
Why is there a need to auto-start the monthly payouts for members who are born before 1948?,"['CPF savings are designed to provide members with monthly payouts during retirement. In the past, many members did not remember to start their monthly payouts. Hence, a change was introduced in 2018 which automatically starts monthly payouts for members who turn 70 (born in 1948 or later). This change was welcomed as it allowed members to enjoy CPF savings without any extra hassle.', 'It is timely to extend this automatic commencement of monthly payouts to members born before 1948.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/why-is-there-a-need-to-auto-start-the-monthly-payouts-for-members-who-are-born-before-1948
Can I choose to retain my savings in CPF instead of having them automatically disbursed as payouts?,"['As the purpose of CPF savings is to provide you with monthly payouts in your retirement, you cannot retain your savings in CPF indefinitely. We will automatically disburse your CPF savings as monthly payouts latest by age 70.', 'If you have no immediate need for the payouts, you can consider investing them outside the CPF system. Do note that investing outside of CPF carries a certain level of risk and requires careful consideration.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-choose-to-retain-my-savings-in-cpf-instead-of-having-them-automatically-disbursed-as-payouts
Can I start to receive my monthly payouts before it auto-starts?,"['Yes, you can start your monthly payouts any time by submitting a request.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-start-to-receive-my-monthly-payouts-before-it-auto-starts
What do I need to do after I have received the notification on the auto-start of my monthly payouts?,"['You do not need to do anything if you have already provided your bank account details under your Account settings. Your monthly payouts will be paid to this bank account automatically.', 'However, if you do not have a bank account or would like to change your bank account details, you can update your bank account details via Account settings with your Singpass.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/what-do-i-need-to-do-after-i-have-received-the-notification-on-the-auto-start-of-my-monthly-payouts
How and when will I receive my monthly payouts?,"['You will receive the monthly payouts in your bank account generally on the 2nd or 3rd day of each month, if your bank supports Fast And Secure Transfer (FAST).', 'Otherwise, you will receive your payouts later, via Interbank GIRO (IBG).', 'If you wish to receive your monthly payouts earlier, you can update your bank account details to a FAST bank account via Account settings with your Singpass, or by following the steps below:']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-and-when-will-i-receive-my-monthly-payouts
How do I start my monthly payouts if I am not on CPF LIFE?,"['If you are born before 1957 and turned 65 before 2022:', ' ', 'If you are born in 1957 and after, and turned/are turning 65 in 2022 and after:', ' ']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-do-i-start-my-monthly-payouts-if-i-am-not-on-cpf-life
How long does it take to process my application to start my monthly payouts?,"['Please refer to the table for our normal processing time for applications to start monthly payouts from retirement savings:', 'Monthly payouts will start at 65 or within one month (whichever is later) after your instruction is processed.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-long-does-it-take-to-process-my-application-to-start-my-mont
How do I update my bank account details with CPF Board?,"['You can update your bank account details with CPF Board to receive payments such as withdrawal of CPF savings and monthly payouts via my cpf digital services – Account settings with your Singpass, or by following the steps below:', 'You will need to verify your identity using Singpass Face Verification to update your bank account details. As a further verification, your new bank account will only be activated after your bank confirms that the account belongs to you. This will generally take up to two working days.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-do-i-change-my-bank-details-for-my-monthly-payouts
Can I let the Board know the age that I want to start my monthly payouts before I turn 65?,"[""We do not accept instructions to start monthly payouts before you turn 65. This is because everyone's retirement needs and circumstances are unique, and may change anytime from now till 65."", 'You can submit your instructions to start your monthly payouts three months before you turn 65, up to 70. We will notify you three months before you reach 65, to guide you in exploring what your monthly payout options are.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-let-the-board-know-the-age-that-i-want-to-start-before-65
I am the appointed deputy/donee for my next of kin. How can I receive monthly payouts on behalf of my next of kin?,"['If you are the appointed deputy or donee, you may request to receive your next of kin’s monthly payouts on his behalf.', 'You can make an appointment to visit any of our CPF Service Centres and bring along the following original documents:', 'Please ensure that you have all the necessary documents so that you can receive your loved one’s payouts smoothly.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/i-am-the-appointed-deputy-donee-how-can-i-receive-monthly-payout
